id,age,year,female,married,educ,empl,income,rent,equity,finassets,liqassets,houses,business,vehicles,assets,mortages,debt,networth,owner,weight
403,74,1992,0,1,1,3,33977.1,0,0,77491.7,54285.6,124318.2,0,4143.939394,243249.2,0,0,243249.2,1,48948.49
404,62,1992,0,1,4,3,397107,0,16161.4,1515749.4,917364.6,590511.4,258996.2,72311.74242,2837458.9,0,29007.6,2808451.3,1,14233.24
405,92,1992,1,0,2,3,21235.7,897.8535354,0,19476.5,9116.7,0,0,3107.954545,22584.5,0,0,22584.5,0,56085.32
406,32,1992,0,1,4,1,108301.9,0,0,19683.7,12431.8,186477.3,0,12224.62121,218385.6,124318.2,141308.3,77077.3,1,41992.27
407,44,1992,0,0,4,1,70077.7,1035.984848,0,206161,1036,0,0,6423.106061,212584.1,0,28178.8,184405.3,0,41987.17
408,63,1992,0,1,3,3,138031.8,0,0,285476,69991.1,248636.4,0,22170.07576,556282.4,0,0,556282.4,1,27376.97
409,60,1992,0,0,3,1,95560.5,828.7878788,107742.4,149181.8,10359.8,0,0,18440.5303,167622.3,0,0,167622.3,0,42663.41
410,53,1992,0,1,2,1,2144802.3,0,216935.2,1368743.2,75626.9,1139583.3,17611742.4,53871.21212,41256231.8,973825.8,1017958.7,40238273.1,1,119.3176
411,39,1992,1,0,4,1,55212.7,0,103.6,28075.2,8080.7,93238.6,0,31079.54545,152393.4,82878.8,121562.5,30830.9,1,37450.35
412,18,1992,1,0,3,4,1276263.5,0,46619.3,197935.3,42537.5,517992.4,0,99454.54545,1140681.5,0,12639,1128042.5,1,3237.497
413,64,1992,0,1,4,1,8664151.7,0,76336227.4,137657522.7,4226818.2,5179924.2,0,4241321.97,148094034.1,0,0,148094034.1,1,12.21673
414,35,1992,0,1,2,1,95560.5,1616.136364,0,2.1,2.1,0,0,14503.78788,93240.7,0,0,93240.7,0,25872.17
415,39,1992,1,0,2,1,53089.2,455.8333333,0,538.7,538.7,0,0,5718.636364,6257.3,0,0,6257.3,0,37353.6
416,40,1992,0,1,2,1,112549,0,9945.5,24615,4724.1,103598.5,0,37709.84848,165923.3,95725,105877.7,60045.7,1,38407.43
417,49,1992,0,1,4,2,1484373.1,0,310795.5,477381.8,83707.6,932386.4,422060.2,24656.43939,1856484.8,352234.8,352234.8,1504250,1,403.5249
418,76,1992,0,1,3,3,82819.1,0,0,198909.1,33151.5,569791.7,0,31908.33333,1007806.1,0,0,1007806.1,1,27849.29
419,44,1992,1,0,3,1,38224.2,0,0,110581,17342.4,103598.5,0,2486.363636,216665.9,37295.5,37295.5,179370.4,1,34030.29
420,63,1992,0,0,4,3,84942.7,3107.954545,1071208.3,1728851.5,450860.6,0,0,43511.36364,2808762.1,0,130534.1,2678228,0,7223.618
421,44,1992,0,1,4,2,110425.5,0,435113.6,449617.4,4143.9,505560.6,476553,96346.59091,1845085.1,248636.4,339040.5,1506044.5,1,1938.191
422,28,1992,0,1,3,1,101931.2,1098.143939,0,4143.9,4143.9,0,0,10981.43939,81428.4,0,2693.6,78734.8,0,23232.32
423,23,1992,0,0,3,4,8494.3,0,0,165.8,165.8,116030.3,0,0,116196.1,41439.4,42061,74135.1,1,27094.88
424,60,1992,0,1,4,2,1167961.6,0,207197,911666.7,80806.8,620731,22224806.8,88473.10606,27399105.7,0,57393.6,27341712.1,1,161.2059
425,31,1992,0,1,2,1,50965.6,828.7878788,4351.1,39885.4,103.6,0,0,5801.515152,45686.9,0,1657.6,44029.4,0,31361.84
426,38,1992,0,1,2,1,42471.3,890.9469697,0,5573.6,5573.6,0,0,18647.72727,24221.3,0,21589.9,2631.4,0,26837.6
427,28,1992,0,1,2,1,53089.2,1263.901515,0,2072,2072,0,0,6837.5,8909.5,0,15747,-6837.5,0,31162.47
428,49,1992,0,1,4,2,8536737.7,0,1603704.5,4919892,40403.4,6215909.1,6215909.1,92824.24242,26070144.3,1498034.1,4531397.7,21538746.6,1,2851.248
429,84,1992,0,1,4,2,743248.3,0,2486363.6,5998352.3,404034.1,1450378.8,23827651.5,19062.12121,108248399.2,0,27039204.5,81209194.7,1,82.64485
430,38,1992,0,1,1,1,36100.6,0,0,11913.8,932.4,66303,0,11395.83333,89612.7,62159.1,66095.8,23516.9,1,33670.48
431,64,1992,1,0,4,3,197491.7,0,145037.9,1239659.5,220664.8,1553977.3,0,159210.1515,3093740.8,300435.6,300435.6,2793305.2,1,12760.05
432,58,1992,1,0,2,4,6370.7,0,0,3522.3,3522.3,105670.5,0,0,109192.8,70447,70447,38745.8,1,41287.73
433,43,1992,0,1,4,2,208109.5,4558.333333,0,58017.2,18649.8,0,87022.7,118102.2727,588441.5,0,254852.3,333589.2,0,1687.309
434,47,1992,0,1,2,1,44594.9,0,2797.2,7044.7,1450.4,140893.9,0,12846.21212,160784.8,72518.9,72518.9,88265.9,1,33967.44
435,28,1992,0,0,4,2,106178.3,0,3315151.5,9841856.1,3418750,5179924.2,66303030.3,339803.0303,83529386.4,310795.5,569791.7,82959594.7,1,92.66814
436,71,1992,0,1,4,2,382242,0,0,784240.5,307687.5,1346780.3,3252992.4,38227.84091,9358983.5,0,0,9358983.5,1,762.9072
437,36,1992,1,0,2,1,29729.9,683.75,0,0,0,0,0,0,0,0,4972.7,-4972.7,0,30098.39
438,38,1992,0,1,4,1,176256,0,41439.4,62987.9,7044.7,310795.5,0,30043.56061,776781.4,271428,271428,505353.4,1,24515.13
439,64,1992,0,1,4,3,148649.7,0,0,351323.2,33151.5,248636.4,0,64231.06061,780220.9,0,0,780220.9,1,374.1555
440,44,1992,0,1,4,2,853673.8,0,547000,3869403.4,27971.6,1294981.1,1512537.9,0,6790880.7,1035984.8,1265973.5,5524907.2,1,1256.051
441,67,1992,1,0,1,3,11254.9,559.4318182,0,745.9,745.9,0,0,7044.69697,7790.6,0,0,7790.6,0,28468.99
442,27,1992,0,1,2,1,57336.3,517.9924242,0,725.2,621.6,0,0,25070.83333,25796,0,39512.5,-13716.4,0,27411.84
443,70,1992,0,1,3,1,61583.4,0,0,58429.5,45583.3,310795.5,0,6630.30303,454590.2,0,33669.5,420920.6,1,45168.29
444,28,1992,1,0,2,4,50965.6,2071.969697,0,0,0,0,0,0,0,0,0,0,0,51421.33
445,31,1992,1,0,3,1,55212.7,580.1515152,0,2113.4,2113.4,0,0,0,2113.4,0,0,2113.4,0,46324.46
446,67,1992,0,1,4,1,5054088.5,0,3110026.5,34307674.2,45583.3,455833.3,24034848.5,22791.66667,59339140.2,0,0,59339140.2,1,89.3215
447,33,1992,0,0,4,1,180503.2,0,0,0,0,82878.8,0,8080.681818,90959.5,0,0,90959.5,1,32357.45
448,31,1992,0,1,4,1,299422.9,0,265212.1,423096.2,16990.2,435113.6,0,30043.56061,1116170.1,393674.2,544928,571242,1,52592.29
449,49,1992,0,1,4,2,99807.6,0,8287.9,142965.9,134678,145037.9,207197,44340.15152,539540.9,13882.2,36052.3,503488.6,1,30443.46
450,38,1992,0,1,1,1,19112.1,621.5909091,0,207.2,207.2,0,0,1408.939394,1616.1,0,26997.8,-25381.6,0,25473.08
451,68,1992,0,1,4,2,44594.9,0,0,19890.9,17818.9,93238.6,0,32115.5303,145245.1,0,0,145245.1,1,42771.64
452,59,1992,0,1,4,2,611587.2,0,414393.9,1415776.9,171144.7,1864772.7,621590.9,60294.31818,27651264.4,0,0,27651264.4,1,75.57393
453,65,1992,0,0,4,2,212356.7,0,41439.4,819256.8,43511.4,184405.3,207197,8287.878788,1239866.7,2693.6,2693.6,1237173.1,1,4635.126
454,65,1992,0,1,3,3,53089.2,0,0,67960.6,4807,99454.5,0,22998.86364,203881.8,0,8287.9,195593.9,1,31087.61
455,49,1992,0,1,4,1,182626.7,0,0,14503.8,11395.8,190621.2,0,87851.51515,357207.6,117066.3,181918.9,175288.6,1,33110.26
456,36,1992,0,1,4,2,711394.8,0,202017,660543.9,262725.8,1139583.3,0,58015.15152,1961740.9,605015.2,605015.2,1356725.8,1,2692.131
457,43,1992,0,1,4,2,1206185.8,0,95310.6,759687.7,32633.5,725189.4,984185.6,88058.71212,3597370.4,366738.6,516048.5,3081321.9,1,671.1558
458,36,1992,0,0,1,4,36100.6,621.5909091,0,0,0,0,0,0,0,0,2072,-2072,0,37429.04
459,59,1992,0,1,4,2,2760636.6,0,3522348.5,15908583.3,2714280.3,621590.9,2279166.7,246564.3939,20195488.6,0,0,20195488.6,1,131.2965
460,71,1992,0,1,2,3,78572,0,0,41439.4,41439.4,62159.1,0,155397.7273,832931.8,0,0,832931.8,1,15862.83
461,40,1992,0,1,2,1,78572,0,22812.4,24988,621.6,227916.7,0,24449.24242,277353.9,0,19269.3,258084.5,1,41574.26
462,43,1992,0,0,2,2,38224.2,932.3863636,0,2.1,2.1,0,55943.2,39367.42424,95312.7,0,40610.6,54702.1,0,33058.67
463,52,1992,0,0,3,4,127414,0,26935.6,30147.2,3211.6,134678,0,26935.60606,191760.8,113958.3,113958.3,77802.5,1,44879.78
464,68,1992,1,0,3,1,11892,0,0,4993.4,518,140893.9,0,0,145887.4,0,1471.1,144416.3,1,31286.52
465,65,1992,1,0,2,3,40347.8,0,6215.9,21134.1,207.2,103598.5,0,1553.977273,126286.6,0,0,126286.6,1,27433.98
466,24,1992,0,0,4,1,12741.4,0,0,1450.4,1450.4,89094.7,0,17197.34848,107742.4,53871.2,63816.7,43925.8,1,35792.06
467,52,1992,0,0,4,2,57336.3,0,35223.5,198246.1,26687,72518.9,163685.6,25278.0303,459728.6,20719.7,27350,432378.6,1,38872.93
468,31,1992,0,0,2,1,59459.9,0,5283.5,16637.9,7459.1,58015.2,0,31286.74242,105939.8,43511.4,64044.6,41895.2,1,37183.87
469,34,1992,0,1,1,1,42471.3,0,0,13032.7,1636.9,116030.3,0,40196.21212,194122.8,105670.5,166172,27950.9,1,41541.96
470,50,1992,1,0,2,1,33977.1,0,0,0,0,33151.5,0,4351.136364,37502.7,0,0,37502.7,1,29292.18
471,29,1992,0,0,3,1,19112.1,1035.984848,0,2072,2072,0,0,11810.22727,13882.2,0,13675,207.2,0,29315.09
472,60,1992,1,0,2,2,13590.8,0,0,18026.1,14296.6,145037.9,20719.7,13260.60606,263347.3,0,0,263347.3,1,38952.18
473,74,1992,1,0,1,3,67954.1,0,0,7251.9,7251.9,176117.4,0,0,1944543.6,0,766.6,1943776.9,1,11971.03
474,70,1992,1,0,4,3,29729.9,870.2272727,0,25899.6,14503.8,0,0,5801.515152,31701.1,0,0,31701.1,0,30963.21
475,52,1992,0,1,4,1,902515.8,0,1498034.1,8238938.9,60874.5,1450378.8,310795.5,85572.34848,11991897.6,963465.9,1446234.8,10545662.7,1,5685.424
476,22,1992,0,1,2,1,48842,1035.984848,0,1429.7,1222.5,0,0,5387.121212,6816.8,0,39989,-33172.2,0,30777.27
477,68,1992,0,1,1,3,70077.7,0,0,62159.1,62159.1,301658.1,1770311.6,21175.5303,2155304.3,0,0,2155304.3,1,64708.75
478,30,1992,0,1,2,1,42471.3,0,0,207.2,207.2,93238.6,0,4413.295455,97859.1,78734.8,78734.8,19124.3,1,40455.67
479,71,1992,0,1,2,2,163514.6,0,0,1274261.4,704469.7,258996.2,776988.6,34394.69697,3064650.4,0,0,3064650.4,1,4299.803
480,79,1992,0,1,3,3,53089.2,0,103598.5,395746.2,127633.3,310795.5,0,13053.40909,792114,0,0,792114,1,26686.38
481,37,1992,0,0,4,1,76448.4,559.4318182,0,24345.6,1346.8,0,0,29007.57576,53353.2,0,35762.2,17591,0,34383.26
482,36,1992,0,1,1,2,99807.6,0,0,414.4,414.4,165757.6,0,32737.12121,198909.1,29007.6,48939.9,149969.2,1,26366.39
483,53,1992,1,0,1,1,23359.2,207.1969697,0,1141.7,520.1,12431.8,0,3729.545455,17303,0,3315.2,13987.9,1,55870.77
484,34,1992,0,1,1,1,80695.5,0,0,3522.3,3522.3,51799.2,0,11188.63636,66510.2,16161.4,28593.2,37917,1,43989.04
485,29,1992,0,1,4,2,176256,1864.772727,45583.3,140479.5,4351.1,0,9334223.5,67546.21212,9542249.2,0,38932.3,9503316.9,0,4802.31
486,75,1992,0,0,2,3,44594.9,0,19890.9,289661.4,85779.5,269356.1,0,13882.19697,572899.6,0,0,572899.6,1,29249.18
487,44,1992,0,1,1,1,84942.7,0,621.6,136542.8,4765.5,145037.9,0,15539.77273,297120.5,53871.2,63526.6,233593.9,1,45907.2
488,23,1992,0,1,2,1,55212.7,932.3863636,414.4,6941.1,310.8,0,0,994.5454545,7935.6,0,21838.6,-13902.9,0,25214.94
489,84,1992,1,0,1,3,15926.7,766.6287879,0,27971.6,4143.9,0,0,5801.515152,33773.1,0,0,33773.1,0,46243.77
490,35,1992,1,0,4,1,84942.7,0,0,16575.8,3522.3,0,0,8080.681818,24656.4,0,29422,-4765.5,0,40360.83
491,37,1992,0,0,2,1,67954.1,580.1515152,8495.1,15954.2,207.2,0,0,8495.075758,24449.2,0,9945.5,14503.8,0,34270.16
492,73,1992,1,0,3,3,1618157.7,0,6215909.1,16101690.9,831274.2,5179924.2,0,12846.21212,22459944.3,0,0,22459944.3,1,119.3176
493,65,1992,1,0,2,1,142279,0,312867.4,475931.4,49934.5,258996.2,0,12431.81818,747359.5,161613.6,162028,585331.4,1,56339.68
494,70,1992,1,0,3,3,18262.7,0,0,58325.9,310.8,254852.3,0,890.9469697,314069.2,0,0,314069.2,1,42018.46
495,33,1992,1,0,3,1,65830.6,1968.371212,0,19890.9,4143.9,0,0,2900.757576,126390.2,0,18129.7,108260.4,0,38993.89
496,44,1992,0,1,4,2,743248.3,0,1201742.4,2381522,238276.5,2486363.6,4143939.4,281787.8788,9542249.2,441329.5,611231.1,8931018.2,1,2303.035
497,44,1992,0,1,4,4,14864966.2,0,828787.9,3791704.5,2962916.7,7902492.4,75301594.7,928242.4242,141449227.3,0,0,141449227.3,1,117.1702
498,67,1992,1,0,1,3,21235.7,0,0,14503.8,4143.9,51799.2,0,0,66303,0,0,66303,1,33726.83
499,28,1992,0,1,2,4,57336.3,621.5909091,0,9738.3,9738.3,0,0,19062.12121,28800.4,0,0,28800.4,0,30478.46
500,65,1992,0,1,4,2,1785919.5,0,2589962.1,9628443.2,200981.1,1761174.2,5459640.2,1330204.545,19913700.8,725189.4,1141655.3,18772045.5,1,934.2585
501,66,1992,0,1,2,1,36100.6,0,0,180054.2,414.4,341875,0,83914.77273,605843.9,0,9531.1,596312.9,1,17071.26
502,55,1992,0,1,4,2,392859.8,0,4565585.2,8253276.9,3186275,248636.4,3174672,60501.51515,19424094.3,29422,342289.4,19081804.9,1,1206.522
503,25,1992,1,0,4,1,33977.1,372.9545455,8287.9,15954.2,5179.9,0,0,14089.39394,30043.6,0,8495.1,21548.5,0,34756.84
504,37,1992,0,1,4,1,99807.6,0,2175.6,73140.5,2693.6,0,0,33151.51515,127011.7,0,105111,21900.7,0,16335.18
505,54,1992,0,1,4,2,99807.6,0,12431.8,59258.3,31286.7,559431.8,2797159.1,26935.60606,6793988.6,368810.6,638788.3,6155200.4,1,3158.295
506,44,1992,0,1,3,1,150773.2,0,98418.6,127426.1,7251.9,134678,0,45583.33333,307687.5,78734.8,81428.4,226259.1,1,27494.54
507,31,1992,0,1,4,1,239963,0,51799.2,178189.4,126390.2,1035984.8,0,24863.63636,1239037.9,735549.2,737621.2,501416.7,1,55979.39
508,72,1992,0,0,1,2,6752941.8,0,1336420.5,3532708.3,849507.6,1035984.8,0,79770.83333,93351558.7,0,2072,93349486.7,1,133.2227
509,19,1992,1,0,3,4,15289.7,103.5984848,0,0,0,0,0,0,0,0,248.6,-248.6,0,28555.78
510,48,1992,1,0,2,4,13378.5,165.7575758,0,0,0,0,0,0,0,0,0,0,0,27378.92
511,77,1992,1,0,1,3,6795.4,0,0,621.6,621.6,6215.9,0,4143.939394,10981.4,0,0,10981.4,1,35887.48
512,39,1992,0,1,2,2,84942.7,0,6215.9,24138.4,11292.2,248636.4,62159.1,43718.56061,378652.5,134678,161613.6,217038.8,1,47838.93
513,50,1992,0,1,2,2,356759.2,0,0,128462.1,72518.9,2071969.7,301782386.4,9945.454545,303992763.6,310795.5,310795.5,303681968.2,1,40.73014
514,64,1992,1,0,1,4,10405.5,0,0,0,0,20719.7,0,0,20719.7,0,3108,17611.7,1,50618.01
515,72,1992,0,1,2,3,57336.3,0,72518.9,319601.3,33151.5,82878.8,0,7459.090909,945847.5,0,2072,943775.6,1,55979.39
516,35,1992,0,1,1,1,2548.3,600.8712121,1243.2,3625.9,0,41439.4,0,7873.484848,52938.8,0,0,52938.8,1,39938.61
517,48,1992,0,1,3,1,57336.3,0,0,39056.6,19062.1,290075.8,0,18233.33333,347365.7,0,0,347365.7,1,31205.38
518,18,1992,0,1,1,1,5096.6,310.7954545,0,7251.9,0,0,0,0,7251.9,0,2797.2,4454.7,0,23353.58
519,43,1992,0,1,4,2,50965.6,0,0,27142.8,19890.9,134678,476553,33151.51515,703226.5,58015.2,113336.7,589889.8,1,15045.19
520,33,1992,0,1,2,2,93436.9,0,0,47655.3,18647.7,107742.4,753368.2,45376.13636,954142,24034.8,44754.5,909387.5,1,7937.1
521,40,1992,0,0,2,2,212356.7,0,0,47655.3,2072,82878.8,155397.7,7873.484848,293805.3,0,0,293805.3,1,40349.8
522,32,1992,0,1,2,2,138031.8,0,0,91249.5,31079.5,673390.2,165757.6,14731.70455,945129,414393.9,417605.5,527523.5,1,30504.73
523,54,1992,0,1,2,1,93436.9,0,24034.8,412011.2,17715.3,186477.3,41439.4,101526.5152,1367189.2,0,28676.1,1338513.1,1,26308.73
524,72,1992,0,1,4,3,318535,0,0,3934670.5,130534.1,1243181.8,1243181.8,33151.51515,8432916.7,0,0,8432916.7,1,92.42941
525,54,1992,0,1,2,2,448072.6,0,114787.1,235479.4,13571.4,517992.4,0,71690.15152,1476796.4,325299.2,742179.5,734616.9,1,7676.863
526,76,1992,1,0,3,3,16563.8,0,0,4972.7,2900.8,51799.2,0,4558.333333,61330.3,0,8495.1,52835.2,1,35652.64
527,39,1992,0,1,2,1,142279,0,4661.9,51384.8,3729.5,227916.7,0,48691.28788,327992.8,122246.2,125354.2,202638.6,1,34750.47
528,45,1992,0,1,4,1,509656,2486.363636,433041.7,910423.5,69203.8,0,5190284.1,10152.65152,6145876.5,0,48152.6,6097723.9,0,5918.337
529,35,1992,0,1,4,1,259075.1,0,4661.9,223772.7,110850.4,414393.9,0,46412.12121,684578.8,290075.8,290490.2,394088.6,1,3421.43
530,67,1992,0,1,4,2,8069553.1,0,7044697,36933274.2,10380982.6,2071969.7,10359848.5,949998.1061,56530999.6,445473.5,1481458.3,55049541.3,1,100.4343
531,68,1992,0,1,2,3,50965.6,0,0,43511.4,43511.4,165757.6,0,18026.13636,227295.1,0,0,227295.1,1,32755.26
532,37,1992,0,1,2,1,127414,0,0,43925.8,12431.8,310795.5,0,18854.92424,373576.1,207197,210512.1,163064,1,35322.88
533,25,1992,0,1,1,1,42471.3,0,0,704.5,704.5,2900.8,0,2900.757576,6506,0,2486.4,4019.6,1,37000.06
534,70,1992,1,0,1,3,16988.5,0,0,52835.2,1036,72518.9,0,2279.166667,127633.3,0,0,127633.3,1,36070.38
535,46,1992,0,1,4,1,106178.3,0,2072,74798.1,8495.1,248636.4,0,9945.454545,352027.7,207197,210719.3,141308.3,1,30600.2
536,29,1992,0,1,2,1,89189.8,0,10359.8,44443.8,13364.2,163685.6,0,32944.31818,303232.8,161613.6,237240.5,65992.2,1,41789.23
537,32,1992,0,1,3,3,46718.5,0,0,296291.7,0,45583.3,0,12224.62121,364459.5,0,74342.3,290117.2,1,35241.06
538,49,1992,0,1,3,1,547880.2,0,331515.2,1629873.5,3377.3,20719697,0,0,22349570.5,2071969.7,2071969.7,20277600.8,1,177.3554
539,49,1992,0,0,3,1,33977.1,448.9267677,91166.7,91995.5,828.8,0,0,3729.545455,95725,0,0,95725,0,38838.84
540,56,1992,1,0,1,3,10830.2,0,0,1243.2,20.7,0,0,0,1243.2,0,559.4,683.8,0,48346.18
541,24,1992,0,1,2,4,10617.8,787.3484848,0,828.8,828.8,0,0,10567.04545,11395.8,0,13053.4,-1657.6,0,25142.29
542,58,1992,0,1,1,2,123166.9,0,0,240348.5,80806.8,414393.9,12067151.5,82878.78788,13179944.3,0,147109.8,13032834.4,1,156.0799
543,47,1992,0,1,4,1,67954.1,0,24863.6,128731.5,53519,145037.9,20719.7,42889.77273,337378.8,97382.6,145659.5,191719.4,1,32826.29
544,74,1992,1,0,3,3,29729.9,0,103598.5,496236.7,3108,124318.2,0,0,620554.9,18647.7,18647.7,601907.2,1,4627.771
545,36,1992,0,1,2,1,127414,1243.181818,0,6468.7,3771,0,0,32322.72727,266708.1,0,241032.2,25675.8,0,29468.85
546,50,1992,0,1,4,2,133784.7,0,217556.8,294634.1,38124.2,569791.7,372954.5,36881.06061,2020170.5,393674.2,478625,1541545.5,1,332.8427
547,39,1992,0,1,3,1,161391.1,0,115719.5,235997.3,15125.4,128462.1,0,27142.80303,391602.3,55943.2,55943.2,335659.1,1,43712.57
548,71,1992,0,1,4,2,1310240.6,0,0,681678,132606.1,621590.9,2486363.6,76662.87879,27901143.9,0,1500106.1,26401037.9,1,2851.248
549,51,1992,0,1,4,2,477802.5,0,1512537.9,1703159.1,55943.2,1035984.8,156267954.5,138407.5758,160554445.5,435113.6,436149.6,160118295.8,1,82.59001
550,68,1992,0,1,4,2,322782.1,0,209268.9,1338492.4,82878.8,414393.9,621590.9,152911.3636,2527388.6,62159.1,193107.6,2334281.1,1,2600.156
551,38,1992,0,0,3,2,361006.3,1035.984848,0,468679.5,261482.6,0,62159.1,52835.22727,583673.9,0,0,583673.9,0,15721.11
552,78,1992,0,1,4,3,3015464.6,0,22480871.2,26753272.7,2096833.3,2071969.7,0,111886.3636,31537450.8,0,0,31537450.8,1,352.7566
553,83,1992,1,0,4,2,23359.2,1118.863636,0,31079.5,18647.7,0,4143.9,13053.40909,48276.9,0,1864.8,46412.1,0,40924.69
554,46,1992,0,1,4,2,233592.3,0,14503.8,34871.3,1719.7,517992.4,51799.2,44961.74242,732503.4,466193.2,630541.8,101961.6,1,2998.668
555,22,1992,1,0,1,1,16988.5,165.7575758,0,1036,0,0,0,3729.545455,4765.5,0,0,4765.5,0,21627.6
556,35,1992,0,1,2,1,80695.5,0,4558.3,101940.9,54700,269356.1,0,14503.78788,385800.8,0,0,385800.8,1,31765.54
557,34,1992,0,0,4,4,18050.3,393.6742424,0,3356.6,3356.6,0,0,0,3356.6,0,55383.8,-52027.2,0,26533.5
558,21,1992,0,0,3,1,7432.5,227.9166667,0,3004.4,3004.4,0,0,3729.545455,6733.9,0,12431.8,-5697.9,0,29843.17
559,55,1992,0,1,4,1,244210.2,0,19890.9,1446234.8,242420.5,414393.9,0,13882.19697,1947029.9,66303,72518.9,1874511,1,13001.49
560,53,1992,0,1,3,1,121043.3,0,0,5594.3,4558.3,82878.8,0,6630.30303,95103.4,41439.4,43718.6,51384.8,1,30809.46
561,76,1992,1,0,1,3,7644.8,248.6363636,0,414.4,0,0,0,0,414.4,0,0,414.4,0,30582.61
562,21,1992,0,0,3,1,10617.8,372.9545455,0,248.6,0,0,0,0,248.6,0,10670.6,-10422,0,30687.27
563,33,1992,0,1,4,2,462937.5,0,98418.6,459252.1,31390.3,517992.4,1761174.2,457905.303,3275058.9,327371.2,769943.9,2505115,1,17363.71
564,49,1992,0,1,4,1,380118.4,0,36466.7,523379.5,25899.6,559431.8,0,25278.0303,1108089.4,567719.7,579322.7,528766.7,1,24382.06
565,49,1992,1,0,3,4,67954.1,0,103598.5,145866.7,42268.2,227916.7,0,31079.54545,800609.1,0,127011.7,673597.3,1,3518.806
566,21,1992,1,0,1,4,7220.1,124.3181818,0,0,0,0,0,2486.363636,2486.4,0,0,2486.4,0,32825.9
567,58,1992,0,1,1,1,12741.4,331.5151515,0,0,0,0,0,1408.939394,1408.9,0,0,1408.9,0,46965.04
568,32,1992,0,1,3,2,530891.6,0,0,392638.3,347054.9,310795.5,10670643.9,123489.3939,12170957.2,0,307687.5,11863269.7,1,3123.802
569,84,1992,0,1,4,3,191121,0,0,3613535.9,1593365.4,1553977.3,0,21341.28788,5188854.4,0,0,5188854.4,1,18842.66
570,40,1992,0,1,2,3,27606.4,725.1893939,0,0,0,0,0,10774.24242,10774.2,0,2755.7,8018.5,0,29421.78
571,72,1992,1,0,1,1,27606.4,932.3863636,0,1305.3,1305.3,0,0,6008.712121,7314.1,0,414.4,6899.7,0,34947.75
572,35,1992,0,1,3,1,159267.5,0,120174.2,189274.4,15229,341875,0,23827.65152,675151.3,288003.8,382900,292251.3,1,23896
573,30,1992,0,1,3,1,59459.9,559.4318182,0,1657.6,1657.6,0,0,16990.15152,18647.7,0,10069.8,8578,0,24049.46
574,46,1992,0,1,4,1,33977.1,932.3863636,0,828.8,828.8,0,0,5387.121212,6215.9,0,0,6215.9,0,25569.95
575,63,1992,0,0,1,3,23359.2,145.0378788,0,0,0,0,0,2693.560606,2693.6,0,21341.3,-18647.7,0,36765.41
576,64,1992,0,1,1,2,2229744.9,0,4143939.4,8298238.6,1485602.3,1450378.8,103598484.8,45168.93939,125254297.7,0,0,125254297.7,1,7.85815
577,57,1992,0,1,3,1,72201.3,0,8909.5,12701.2,3108,207197,129601.7,28800.37879,471538.9,124318.2,166441.3,305097.5,1,28876.51
578,38,1992,0,1,4,1,715641.9,0,1398579.5,3115828,544513.6,227916.7,0,50556.06061,3446100,155397.7,222529.5,3223570.5,1,54.24926
579,51,1992,0,1,4,2,0,0,0,40610.6,9531.1,258996.2,7703583.3,60087.12121,8270474.2,82878.8,274328.8,7996145.5,1,363.4852
580,36,1992,0,1,4,2,426836.9,0,0,470337.1,12431.8,932386.4,2320606.1,38953.0303,3986740.1,339803,346708.9,3640031.2,1,1115.027
581,57,1992,0,1,4,2,388612.7,0,10749378.8,22861388.4,23931.3,362594.7,19513810.6,26935.60606,43800714.2,0,1036,43799678.2,1,108.699
582,35,1992,0,1,4,2,722012.6,0,538712.1,1201742.4,343947,766628.8,828787.9,15125.37879,3330276.9,350162.9,350370.1,2979906.8,1,19916.36
583,32,1992,0,1,3,1,84942.7,1512.537879,0,3501.6,3501.6,0,0,20512.5,24014.1,0,21134.1,2880,0,29969.85
584,41,1992,0,0,3,1,91313.4,745.9090909,0,121003,828.8,0,0,15954.16667,136957.2,0,15954.2,121003,0,32999.77
585,66,1992,1,0,2,1,18899.7,0,0,158920.1,6215.9,113958.3,0,4972.727273,277851.1,16161.4,16161.4,261689.8,1,31587.62
586,25,1992,0,0,4,1,17413246.1,1429.659091,178189393.9,230320151.5,2299886.4,0,145037878.8,55943.18182,397407931.8,0,3315151.5,394092780.3,0,15.89311
587,65,1992,0,0,1,3,31853.5,0,7251.9,45583.3,6215.9,55943.2,0,17197.34848,118723.9,0,3480.9,115243,1,36113.22
588,37,1992,0,1,4,2,59459.9,0,0,55342.3,435.1,517992.4,24863.6,1408.939394,599607.3,480697,489855.1,109752.2,1,25212.16
589,61,1992,0,1,4,2,2760636.6,0,1035984.8,5586030.3,2556810.6,1761174.2,6215909.1,226673.4848,14038423.5,0,0,14038423.5,1,102.1616
590,32,1992,0,1,2,4,116796.2,0,9116.7,60294.3,38331.4,290075.8,0,76870.07576,427240.2,221700.8,221700.8,205539.4,1,34418.63
591,41,1992,0,1,4,4,31853.5,1346.780303,0,0,0,0,0,0,0,0,0,0,0,41632.21
592,54,1992,0,1,4,1,106178.3,0,160577.7,418537.9,179225.4,186477.3,0,12431.81818,617447,4143.9,4143.9,613303,1,22297.45
593,70,1992,0,1,4,1,1150973.1,0,2295742.4,5529258.3,788798.9,3522348.5,0,15539.77273,12131693.4,20719.7,20719.7,12110973.7,1,1023.394
